Character name,Allegiance,Culture,Birthyear,Deathyear,Gender,DeadAlive,POV,categories
Mors_Martell,##House Martell#,##Dornish#,NULL,NULL,M,D,N/A,Nobles#Characters from Dorne#House Martell#
Mors_Martell_(brother_of_Doran),##House Martell#,,257,258,,,,House Martell#Nobles#Characters from Dorne#
Mors_Umber,##House Umber#,,235,NULL,M,A,Bran Stark,House Umber#Nobles#Castellans#Characters from the North#
Mortimer_Boggs,##House Boggs#,,NULL,NULL,,,,Nobles#Characters from the Crownlands#Knights#
Morton_Waynwood,##House Waynwood#,,NULL,NULL,M,A,Catelyn Tully,House Waynwood#Nobles#Characters from the Vale#Knights#
Morya_Frey,##House Frey#House Brax#,,269,NULL,,,,House Frey#House Brax#Noblewomen#Characters from the Riverlands#
Moryn_Tyrell,##House Tyrell#,,NULL,NULL,M,A,N/A,Nobles#Characters from the Reach#House Tyrell#
Mother_Mole,,##Free Folk#,NULL,NULL,,,,Characters from Beyond the Wall#Wildlings#Woods-witches#
Mudge,##House Osgrey#,,NULL,NULL,M,D,Arya Stark,Smallfolk#Characters from the Reach#
Mudge_(miller),,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#
Mullin,##Night's Watch#,,NULL,NULL,M,,Jon Snow,Maesters#Members of the Night's Watch#
Mully,##Night's Watch#,,NULL,NULL,M,,Jon Snow,Stewards of the Night's Watch#Members of the Night's Watch#
Munciter,##Alchemists' Guild#,,NULL,NULL,M,A,Tyrion Lannister,Characters from the Crownlands#Alchemists' Guild#
Munda,,##Free Folk#,NULL,NULL,F,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Murch,,,NULL,NULL,M,D,Arya Stark,Smallfolk#Characters from the Crownlands#Recruits of the Night's Watch#
Murch_(Winterfell),##House Stark#,##Northmen#,NULL,NULL,,,,Characters from the North#House Stark retainers#Smallfolk#
Murenmure,,,NULL,NULL,M,,Aeron Greyjoy,Maesters#
Murmison,,,NULL,NULL,M,,Davos Seaworth,Hands of the King#Members of the Faith#
Mushroom,##House Targaryen#,,NULL,NULL,M,D,N/A,Characters from the Crownlands#Dwarfs#House Targaryen retainers#Jesters#Smallfolk#
Muttering_Bill,##Night's Watch#,,NULL,300,,,,Stewards of the Night's Watch#Members of the Night's Watch#Deserters of the Night's Watch#Characters from Westeros#
Mya_Stone,##House Royce of the Gates of the Moon#,,279,NULL,F,A,Catelyn Tully,House Baratheon#Bastards#Characters from the Vale#
Mycah,,##Westeros#,285,298,M,D,Sansa Stark,Smallfolk#
Mychel_Redfort,##House Redfort#,,NULL,NULL,M,A,Catelyn Tully,House Redfort#Characters from the Vale#Knights#Nobles#Squires#
Mylenda_Caron,##House Caron#,,265,NULL,,,,Noblewomen#Characters from the Stormlands#House Caron#House Frey#
Myles,##House Martell#,,NULL,NULL,M,,Areo Hotah,Maesters#Characters from Westeros#House Martell retainers#
Myles_(squire),,,NULL,299,,,,Characters from the Riverlands#Squires#
Myles_Manwoody,##House Manwoody#,,NULL,NULL,M,,Tyrion Lannister,House Manwoody#Nobles#Characters from Dorne#Knights#
Myles_Mooton,##House Mooton#,,NULL,283,M,,Daenerys Targaryen,House Mooton#Knights#Nobles#Characters from the Riverlands#
Myles_Smallwood,##House Smallwood#,,NULL,NULL,M,,Davos Seaworth,House Smallwood#Nobles#Characters from the Riverlands#Hands of the King#
Myranda_Royce,##House Royce of the Gates of the Moon#,,279,NULL,F,,N/A,Noblewomen#Characters from the Vale#House Royce of the Gates of the Moon#
Myrcella_Baratheon,##House Baratheon of King's Landing#,,290,NULL,F,A,Jon Snow,House Baratheon#House Lannister#Noblewomen#Bastards#Characters from the Crownlands#
Myria_Jordayne,##House Jordayne#,,NULL,NULL,F,,Tyrion Lannister,House Jordayne#Noblewomen#Characters from Dorne#
Myriah_Martell,##House Martell#House Targaryen#,##Dornish#,NULL,NULL,F,A,N/A,House Martell#House Targaryen#Noblewomen#Royal Consorts#Characters from Dorne#
Myrielle_Lannister,##House Lannister#,,NULL,NULL,F,A,N/A,House Lannister#Noblewomen#Characters from the Westerlands#
Myrtle,,##Free Folk#,NULL,300,F,D,Theon Greyjoy,Wildlings#Characters from Beyond the Wall#Warrior Women#Spearwives#
Mysaria,,##Lysene#,NULL,NULL,F,D,N/A,Characters from Lys#Smallfolk#Masters of whisperers#
Naerys_Targaryen,##House Targaryen#,##Valyrian#,138,184,F,D,Sansa Stark,House Targaryen#Characters from the Crownlands#Noblewomen#Royal Consorts#
Nage,##House Bolton#,,NULL,NULL,M,,Jaime Lannister,Smallfolk#Characters from the North#House Bolton retainers#
Nail,##Second Sons#,,NULL,NULL,M,,Tyrion Lannister,Mercenaries#Second Sons#Blacksmiths#
Nan,##House Stark#,,NULL,NULL,F,A,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Narbert,,,NULL,NULL,M,,Brienne of Tarth,Characters from the Riverlands#
Narbo,,##Braavosi#,NULL,NULL,M,,Arya Stark,Thieves#Smallfolk#Characters from Braavos#
Ned_(ferryman),,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#
Ned_Woods,##House Woods#,,NULL,NULL,M,,Asha Greyjoy,Characters from the North#Nobles#
Nella,,##Free Folk#,NULL,NULL,F,U,Jon Snow,Wildlings#Characters from Beyond the Wall#
Nestor_Royce,##House Royce of the Gates of the Moon#,,NULL,NULL,M,A,Catelyn Tully,Nobles#Castellans#Characters from the Vale#House Royce of the Gates of the Moon#
Nettles,##The blacks#,,113,NULL,F,D,N/A,Dragonseeds#Smallfolk#Bastards#Dragonriders#Characters from the Crownlands#House Targaryen retainers#
Nightingale,,,NULL,NULL,,,,Characters from Braavos#Prostitutes#
Nissa_Nissa,,,NULL,NULL,F,F,Davos Seaworth,Legendary Heroes#R'hllor#
Noho_Dimittis,##Iron Bank of Braavos#,##Braavosi#,NULL,NULL,M,,Cersei Lannister,Characters from Braavos#Bankers#Bureaucrats#Iron Bank of Braavos#
Nolla,,,NULL,NULL,F,D,Arya Stark,Smallfolk#Characters from the Riverlands#
Norbert_Vance,##House Vance of Atranta#,,NULL,NULL,M,,N/A,House Vance of Atranta#Characters from the Riverlands#Nobles#
Norjen,##Drowned men#,##Ironmen#,NULL,NULL,M,,Aeron Greyjoy,Characters from the Iron Islands#Drowned men#Smallfolk#Clergy#
Normund_Tyrell,,,NULL,NULL,,,,Nobles#Characters from the Reach#Maesters#House Tyrell#
Norne_Goodbrother,##House Goodbrother of Shatterstone#,##Ironborn#,NULL,NULL,M,,N/A,House Goodbrother#Nobles#Characters from the Iron Islands#
Norren,,,NULL,NULL,M,D,N/A,Archmaesters#Characters from Westeros#
Notch,##Brotherhood without Banners#,,NULL,NULL,M,,Arya Stark,Smallfolk#Outlaws#Characters from the Riverlands#Members of the Brotherhood Without Banners#
Nute,##House Greyjoy#,##Ironborn#,NULL,NULL,M,,Victarion Greyjoy,Characters from the Iron Islands#Crew of the Iron Victory#Nobles#Lowborn nobles#Crew and followers of Euron Greyjoy#
Nymella_Toland,##House Toland#,##Dornish#,NULL,NULL,F,,N/A,Noblewomen#Characters from Dorne#House Toland#
Nymeria,##House Martell#,##Rhoynar#,NULL,NULL,F,D,N/A,House Martell#Characters from the Rhoyne#Characters from Dorne#Legendary Heroes#Monarchs#Noblewomen#Warrior Women#
Nymeria_Sand,##House Martell#,##Dornishmen#,275,NULL,,,,Bastards#Characters from Dorne#House Martell#Sand Snakes#Members of the small council#
Nymos,,,NULL,NULL,,,,Archmaesters#Characters from Westeros#
Nysterica,,,NULL,NULL,F,,Sansa Stark,Members of the Faith#House Tyrell retainers#Clergy#Characters from Westeros#
Obara_Sand,##House Martell#,##Dornish#,272,NULL,F,,N/A,Bastards#Characters from Dorne#House Martell#Sand Snakes#Warrior Women#
Obella_Sand,##House Martell#,##Dornishmen#,288,NULL,F,,N/A,Bastards#Characters from Dorne#House Martell#Sand Snakes#
Oberyn_Martell,##House Martell#Second Sons#(formerly)#,##Dornishmen#,258,300,M,D,N/A,House Martell#Characters from Dorne#Members of the small council#Nobles#Mercenaries#Second Sons#
Ocley,,,NULL,NULL,,,,Archmaesters#Characters from Westeros#
Ogo,,##Dothraki#,NULL,298,M,D,Daenerys Targaryen,Characters from the Dothraki sea#Khals#
Old_Crackbones,,,NULL,NULL,,,,Characters from the Crownlands#
Old_Grey_Gull,##Drowned men#,##Ironborn#,NULL,NULL,,,,Drowned men#Characters from the Iron Islands#Clergy#
Old_Henly,##Night's Watch#,,280,299,,,,Stewards of the Night's Watch#Members of the Night's Watch#
Old_Tattersalt,##Night's Watch#,,NULL,NULL,,,,Members of the Night's Watch#
Olene_Tyrell,##House Tyrell#,,NULL,NULL,,,,House Tyrell#House Blackbar#Noblewomen#Characters from the Reach#
Olenna_Redwyne,##House Redwyne#House Tyrell#,,228,NULL,,,,Noblewomen#Characters from the Reach#House Tyrell#House Redwyne#
Ollidor,##Faith of the Seven#Most Devout#,,NULL,NULL,M,,Cersei Lannister,Members of the Faith#Clergy#Most Devout#Characters from Westeros#
Ollo_Lophand,##Night's Watch#,##Tyroshi#,NULL,300,,,,Deserters of the Night's Watch#Rangers of the Night's Watch#Members of the Night's Watch#Characters from Tyrosh#
Olymer_Tyrell,##House Tyrell#,,NULL,NULL,M,,N/A,Nobles#Characters from the Reach#House Tyrell#Knights#
Olyvar_Frey,##House Frey#,,281,NULL,M,U,Catelyn Tully,House Frey#House Stark retainers#Nobles#Characters from the Riverlands#Squires#Members of Robb Stark's guard#
Omer_Blackberry,##House Blackberry#House Baratheon of Dragonstone#King's men#,,NULL,NULL,M,,Davos Seaworth,House Blackberry#House Baratheon retainers#Members of the king's men#Nobles#
Omer_Florent,,,NULL,NULL,,,,Maesters#Nobles#Characters from the Reach#House Florent#
Ondrew_Locke,##House Locke#,##Northmen#,NULL,NULL,M,A,Bran Stark,House Locke#Nobles#Characters from the North#
Orbelo,,##Braavosi#,NULL,NULL,M,,Samwell Tarly,Characters from Braavos#Bravos#
Orbert_Caswell,##House Caswell#Night's Watch#,,NULL,NULL,M,,Samwell Tarly,Nobles#Characters from the Reach#Lord Commanders of the Night's Watch#House Caswell#
Ordello,,##Pentoshi#,NULL,299,M,,Tyrion Lannister,Characters from Pentos#Magisters#
Orell,,##Free Folk#,NULL,299,M,D,Jon Snow,Wildlings#Skinchangers#Characters from Beyond the Wall#
Orivel,##Kingsguard#,,NULL,NULL,M,,Jaime Lannister,Knights#Members of the Kingsguard#
Orland_of_Oldtown,##House Baratheon of King's Landing#,,NULL,NULL,,,,Singers#Characters from the Reach#
Ormond_(knight),,,NULL,299,,,,Knights#
Ormond_Osgrey,##House Osgrey#,,NULL,NULL,,,,House Osgrey#Nobles#Characters from the Reach#
Ormond_Westerling,##House Westerling#,,NULL,NULL,,,,House Westerling#Nobles#Characters from the Westerlands#Knights#
Ormond_Yronwood,##House Yronwood#,,NULL,NULL,M,,Arianne Martell,House Yronwood#Nobles#Characters from Dorne#
Ormund_Wylde,##House Wylde#House Baratheon of Dragonstone#,,NULL,NULL,M,,Asha Greyjoy,House Wylde#Knights#Characters from the Stormlands#
Oro_Tendyris,,##Braavosi#,NULL,NULL,M,,N/A,Characters from Braavos#
Orwyle,,,NULL,NULL,M,D,N/A,Grand Maesters#
Orphan_Oss,##Night's Watch#,,NULL,300,,,,Stewards of the Night's Watch#Members of the Night's Watch#Deserters of the Night's Watch#Characters from Westeros#
Orton_Merryweather,##House Merryweather#,,NULL,NULL,M,,N/A,House Merryweather#Nobles#Exiles#Characters from the Reach#Hands of the King#Masters of laws#Followers and collaborators of Cersei Lannister#
Orys_Baratheon,##House Baratheon###House Targaryen#,,NULL,NULL,M,D,N/A,House Baratheon#Nobles#Bastards#Characters from the Crownlands#Hands of the King#House Targaryen retainers#
Osbert_Serry,##House Serry#,,NULL,NULL,M,,Cersei Lannister,House Serry#Nobles#Characters from the Reach#
Osfryd_Kettleblack,##House Kettleblack#City Watch of King's Landing#,,NULL,NULL,M,A,Tyrion Lannister,House Kettleblack#Nobles#Characters from the Crownlands#Knights#Mercenaries#House Lannister retainers#Members of the City Watch (King's Landing)#Spies#Followers and collaborators of Cersei Lannister#
Osha,##House Stark#,##Free folk#,NULL,NULL,F,A,Bran Stark,Characters from Beyond the Wall#House Stark retainers#Warrior Women#Wildlings#Spearwives#
Osmund_Frey,##House Frey#,,297,NULL,M,,N/A,Nobles#Characters from the Riverlands#House Frey#
Osmund_Kettleblack,##House Kettleblack#Gallant Men#(formerly)#Kingsguard#,,NULL,NULL,M,A,Tyrion Lannister,House Kettleblack#Nobles#Knights#Mercenaries#Gallant Men#Characters from the Crownlands#Members of the Kingsguard#Spies#Followers and collaborators of Cersei Lannister#
Osmynd,##Faith of the Seven#,,NULL,NULL,M,D,Sansa Stark,Characters from the Riverlands#Members of the Faith#Clergy#House Tully retainers#
Osney_Kettleblack,##House Kettleblack#,,NULL,NULL,M,A,Tyrion Lannister,House Kettleblack#Nobles#Characters from the Crownlands#Knights#Mercenaries#House Lannister retainers#Spies#Followers and collaborators of Cersei Lannister#
Ossifer_Plumm,##House Plumm#,,NULL,NULL,M,,Cersei Lannister,House Plumm#Nobles#Characters from the Westerlands#
Ossy,##House Royce of the Gates of the Moon#,,NULL,NULL,M,,Sansa Stark,Smallfolk#Characters from the Vale#
Oswell_Kettleblack,##House Kettleblack#House Baelish of Harrenhal#,,NULL,NULL,M,,Sansa Stark,Characters from the Crownlands#House Kettleblack#House Baelish retainers#
Oswell_Whent,##House Whent#Kingsguard#,,NULL,283,M,D,Eddard Stark,House Whent#Characters from the Riverlands#Members of the Kingsguard#Nobles#
Oswyn,##Kingswood Brotherhood#,,NULL,NULL,M,,Samwell Tarly,Characters from the Crownlands#Outlaws#Members of the Kingswood Brotherhood#
Othell_Yarwyck,##Night's Watch#,,NULL,NULL,M,A,Eddard Stark,Nobles#Characters from the Westerlands#Builders of the Night's Watch#Members of the Night's Watch#
Otho_Bracken,##House Bracken#,,NULL,NULL,M,D,N/A,Nobles#Characters from the Riverlands#House Bracken#Knights#
Othor,##Night's Watch#,,NULL,298,M,D,Sansa Stark,Members of the Night's Watch#Rangers of the Night's Watch#
Otter_Gimpknee,,,NULL,NULL,M,A,Theon Greyjoy,Smallfolk#Characters from the Iron Islands#Innkeepers#
Otto_Hightower,##House Hightower#The greens#,,NULL,130,M,,Davos Seaworth,Characters from the Reach#Hands of the King#Knights#Nobles#House Hightower#
Ottomore,,,NULL,NULL,,,,Characters from Westeros#Maesters#House Lannister retainers#
Ottyn_Wythers,##House Wythers#Night's Watch#,,230,299,M,D,Jon Snow,Nobles#Characters from the Reach#Rangers of the Night's Watch#Members of the Night's Watch#House Wythers#
Owen,##Night's Watch#,,NULL,NULL,M,,Brienne of Tarth,Stewards of the Night's Watch#Members of the Night's Watch#
Owen_(brother_of_Meribald),,,NULL,NULL,,,,Characters from the Riverlands#
Owen_Inchfield,##House Inchfield#,,NULL,NULL,M,,Brienne of Tarth,House Inchfield#Knights#Nobles#Characters from the Reach#
Owen_Norrey,##House Norrey#,##Northern mountain clans#,NULL,299,,,,House Norrey#Nobles#Characters from the North#Members of Robb Stark's guard#
Oznak_zo_Pahl,##House of Pahl#Great Masters#,##Meereen#,NULL,299,M,D,Daenerys Targaryen,Characters from Meereen#Nobles#Slavers#House of Pahl#
Palla,##House Stark#,##Northmen#,NULL,NULL,F,A,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Parmen_Crane,##House Crane#Rainbow Guard#,,NULL,NULL,M,A,Catelyn Tully,Nobles#Characters from the Reach#House Crane#Members of the Rainbow Guard#Knights#
Patchface,##House Baratheon of Dragonstone#,,NULL,NULL,M,A,Maester Cressen,Characters from Volantis#House Baratheon retainers#Jesters#Lackwits#Slaves and freedmen#Smallfolk#
Pate,,,NULL,NULL,M,D,N/A,Smallfolk#Disambiguation pages#
Pate_(Lancewood),,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#
Pate_(Mory),,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#
Pate_of_the_Blue_Fork,##House Frey#,,NULL,299,,,,Knights#Characters from the Riverlands#House Frey#
Pate_(Old),,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#
Pate_(Pinchbottom),,,NULL,209,,,,Smallfolk#
Pate_(Standfast),##House Osgrey#,,181,NULL,,,,Smallfolk#Characters from the Reach#
Patrek_Mallister,##House Mallister#,,NULL,NULL,M,A,Catelyn Tully,House Mallister#Nobles#Characters from the Riverlands#Members of Robb Stark's guard#
Patrek_Vance,##House Vance#,,294,NULL,M,,N/A,Nobles#Characters from the Riverlands#
Paxter_Redwyne,##House Redwyne#,,NULL,NULL,M,A,N/A,House Redwyne#Characters from the Reach#Masters of ships#Nobles#
Pearse_Caron,##House Caron#,,NULL,NULL,M,D,N/A,House Caron#Nobles#Characters from the Stormlands#
Penny,##Second Sons#,,283,NULL,F,,Tyrion Lannister,Slaves and freedmen#Dwarfs#Mummers#Mercenaries#Second Sons#Characters from the Free Cities#
Penny_Jenny,,,NULL,NULL,,,,Smallfolk#Prostitutes#
Perra_Frey,##House Frey#,,294,NULL,F,,N/A,Noblewomen#Characters from the Riverlands#House Frey#
Perriane_Frey,##House Haigh#,,248,NULL,,,,House Frey#Noblewomen#Characters from the Riverlands#
Perros_Blackmont,##House Blackmont#,##Dornish#,NULL,NULL,M,,N/A,House Blackmont#Nobles#Characters from Dorne#Squires#
Perwyn_Frey,##House Frey#,,278,NULL,M,A,Catelyn Tully,House Frey#Characters from the Riverlands#Knights#Nobles#Members of Robb Stark's guard#
Perwyn_Osgrey,##House Osgrey#,,NULL,NULL,,,,House Osgrey#Nobles#Characters from the Reach#
Peter_Plumm,##House Plumm#,,NULL,NULL,M,,Jaime Lannister,House Plumm#Nobles#Characters from the Westerlands#
Petyr_Baelish,##House Baelish#,##Westeros#,268,NULL,M,A,Bran Stark,House Baelish#Characters from the Vale#Bureaucrats#Masters of coin#Nobles#
Petyr_Frey,##House Frey#,,281,300,M,,N/A,Nobles#Characters from the Riverlands#House Frey#
Philip_Foote,##House Foote#House Foote of Nightsong#,,NULL,NULL,M,,Sansa Stark,House Foote#Characters from the Westerlands#Knights#Nobles#
Philip_Plumm,##House Plumm#,,NULL,NULL,M,,N/A,House Plumm#Nobles#Characters from the Westerlands#
Pia,##House Whent#,,NULL,NULL,F,A,Arya Stark,Smallfolk#Characters from the Riverlands#House Whent retainers#House Lannister retainers#
Plummer,##House Ashford#,,NULL,NULL,M,D,N/A,Characters from the Reach#House Ashford retainers#
Podrick_Payne,##House Payne#,,287,NULL,M,U,Tyrion Lannister,House Payne#Nobles#Characters from the Westerlands#Squires#Tyrion Lannister's household#
Poetess,,#Braavos#,NULL,NULL,,,,Characters from Braavos#Prostitutes#
Pollitor,##Alchemists' Guild#,,NULL,NULL,M,U,Tyrion Lannister,Characters from the Crownlands#Alchemists' Guild#
Polliver,##House Clegane#,,NULL,300,,,,Castellans#Characters from the Westerlands#House Clegane retainers#Smallfolk#
Pono,,##Dothraki#,NULL,NULL,M,A,Daenerys Targaryen,Characters from the Dothraki sea#Khals#Members of Drogo's khalasar#
Porridge,##House Baratheon of Dragonstone#,,NULL,NULL,,,,Characters from the Crownlands#House Baratheon retainers#Smallfolk#Gaolers#
Porther,##House Stark#,##Northmen#,NULL,NULL,M,D,Arya Stark,Characters from the North#House Stark retainers#Smallfolk#
Portifer_Woodwright,,,NULL,NULL,M,,Cersei Lannister,House Woodwright#Characters from Westeros#Nobles#Knights#
Poul_Pemford,##House Tully#,,NULL,299,M,D,Catelyn Tully,Characters from the Riverlands#House Tully#
Poxy_Tym,##House Stark#,##Northmen#,NULL,299,M,D,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Praed,,,NULL,299,M,D,Arya Stark,Smallfolk#Mercenaries#Characters from the Crownlands#Recruits of the Night's Watch#
Prendahl_na_Ghezn,##Stormcrows#,##Ghiscari#,NULL,299,M,D,Daenerys Targaryen,Characters from Essos#Mercenaries#Members of the Stormcrows#
Preston_Greenfield,##House Greenfield#Kingsguard#,,NULL,299,M,D,Eddard Stark,Nobles#Characters from the Westerlands#Members of the Kingsguard#Knights#House Greenfield#
Puckens,##House Lannister#,,NULL,NULL,M,,Cersei Lannister,Smallfolk#House Lannister retainers#Characters from the Westerlands#
Pudding,,,NULL,NULL,,,,Smallfolk#Characters from the Crownlands#
Puddingfoot,##Brotherhood without banners#,,NULL,NULL,M,,Arya Stark,Outlaws#Smallfolk#Characters from the Riverlands#Members of the Brotherhood Without Banners#
Pyat_Pree,#The#Undying Ones#,,NULL,NULL,M,U,Daenerys Targaryen,Characters from Qarth#Warlocks#
Pycelle,#Maesters of the Citadel#House Lannister#,,216,300,M,D,Catelyn Tully,Grand Maesters#Characters from Westeros#
Pyg,##Brave Companions#,,NULL,300,M,D,N/A,Members of the Brave Companions#Mercenaries#
Pylos,,,274,NULL,M,A,Maester Cressen,House Baratheon retainers#Maesters#
Pypar,##Night's Watch#,,NULL,NULL,,,,Members of the Night's Watch#Rangers of the Night's Watch#Characters from the North#Mummers#
Qalen,##House Greyjoy#,,NULL,299,M,D,Theon Greyjoy,Maesters#Characters from the Iron Islands#
